"","Country.Name","Country.Code","Region","IncomeGroup","year","numberRefs","popn","gdp"
"304","Denmark","DNK","Europe & Central Asia","High income: OECD","1991",36110,5154298,19599.4161627151
"305","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","1991",1571,7325622,3519.13243603966
"306","Algeria","DZA","Middle East & North Africa","Upper middle income","1991",169124,26554277,6624.91010779858
"307","East Asia & Pacific (developing only)","EAP","","","1991",429546,1627881291,1562.3156946547
"308","East Asia & Pacific (all income levels)","EAS","","","1991",510678,1846409681,3407.24569359467
"309","Europe & Central Asia (developing only)","ECA","","","1991",31113,238910203,4821.79646036416
"310","Europe & Central Asia (all income levels)","ECS","","","1991",1488231,846260752,11695.3377433007
"311","Ecuador","ECU","Latin America & Caribbean","Upper middle income","1991",280,10460988,5083.46902050156
"312","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","1991",2245,57689828,3968.99733570469
"313","Euro area","EMU","","","1991",1103271,312674707,17734.9576863514
"314","Eritrea","ERI","Sub-Saharan Africa","Low income","1991",NA,3160644,NA
"315","Spain","ESP","Europe & Central Asia","High income: OECD","1991",4003,38939049,14474.7432308387
"316","Estonia","EST","Europe & Central Asia","High income: OECD","1991",NA,1561314,NA
"317","Ethiopia","ETH","Sub-Saharan Africa","Low income","1991",529620,49784987,390.533475820738
"318","European Union","EUU","","","1991",1382952,478942970,15557.0054710302
"319","Fragile and conflict affected situations","FCS","","","1991",3670929,266496626,1398.01297285806
"320","Finland","FIN","Europe & Central Asia","High income: OECD","1991",4561,5013740,17313.0364938281
"321","Fiji","FJI","East Asia & Pacific","Upper middle income","1991",NA,735469,4017.79359925517
"322","France","FRA","Europe & Central Asia","High income: OECD","1991",174756,58559312,18261.3921863597
"323","Faroe Islands","FRO","Europe & Central Asia","High income: nonOECD","1991",NA,47494,NA
"324","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","1991",NA,98800,1932.81379370426
"325","Gabon","GAB","Sub-Saharan Africa","Upper middle income","1991",220,978252,13234.6524564858
"326","United Kingdom","GBR","Europe & Central Asia","High income: OECD","1991",43371,57424897,17745.4522749914
"327","Georgia","GEO","Europe & Central Asia","Lower middle income","1991",NA,4835900,4195.46972601466
"328","Ghana","GHA","Sub-Saharan Africa","Lower middle income","1991",8128,15042736,1312.51950158235
"329","Guinea","GIN","Sub-Saharan Africa","Low income","1991",547960,6367110,730.785162093326
"330","Gambia, The","GMB","Sub-Saharan Africa","Low income","1991",241,949490,1008.62150058169
"331","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","1991",4631,1080191,1034.10822037844
"332","Equatorial Guinea","GNQ","Sub-Saharan Africa","High income: nonOECD","1991",NA,390381,674.773114634852
"333","Greece","GRC","Europe & Central Asia","High income: OECD","1991",8989,10319927,13947.9551787292
"334","Grenada","GRD","Latin America & Caribbean","Upper middle income","1991",NA,96455,5107.3080198992
"335","Greenland","GRL","Europe & Central Asia","High income: nonOECD","1991",NA,55500,NA
"336","Guatemala","GTM","Latin America & Caribbean","Lower middle income","1991",223236,9385000,3485.55527608597
"337","Guam","GUM","East Asia & Pacific","High income: nonOECD","1991",NA,133553,NA
"338","Guyana","GUY","Latin America & Caribbean","Lower middle income","1991",NA,717502,2080.55673010736
"339","High income","HIC","","","1991",2315301,1212370647,17043.6679274316
"340","Hong Kong SAR, China","HKG","East Asia & Pacific","High income: nonOECD","1991",4414,5752000,18884.6857713508
"341","Honduras","HND","Latin America & Caribbean","Lower middle income","1991",101961,5041050,2149.8825474847
"342","Heavily indebted poor countries (HIPC)","HPC","","","1991",4742660,365581300,957.22321316033
"343","Croatia","HRV","Europe & Central Asia","High income: nonOECD","1991",NA,4510000,NA
"344","Haiti","HTI","Latin America & Caribbean","Low income","1991",NA,7243391,NA
"345","Hungary","HUN","Europe & Central Asia","High income: OECD","1991",73838,10373400,8252.43230197633
"346","Indonesia","IDN","East Asia & Pacific","Lower middle income","1991",3156,184614740,3201.04287811436
"347","Isle of Man","IMN","Europe & Central Asia","High income: nonOECD","1991",NA,70963,NA
"348","India","IND","South Asia","Lower middle income","1991",210569,888513869,1172.56361185464
"349","Not classified","INX",NA,NA,"1991",NA,NA,NA
"350","Ireland","IRL","Europe & Central Asia","High income: OECD","1991",300,3534235,14015.8196631381
"351","Iran, Islamic Rep.","IRN","Middle East & North Africa","Upper middle income","1991",4404995,57288039,7508.8749789746
"352","Iraq","IRQ","Middle East & North Africa","Upper middle income","1991",87990,17952909,2691.91556647651
"353","Iceland","ISL","Europe & Central Asia","High income: OECD","1991",141,257797,22223.200277939
"354","Israel","ISR","Middle East & North Africa","High income: OECD","1991",NA,4949000,13809.6710990282
"355","Italy","ITA","Europe & Central Asia","High income: OECD","1991",9813,56758521,19165.2678918566
"356","Jamaica","JAM","Latin America & Caribbean","Upper middle income","1991",4,2406042,5137.3430416386
"357","Jordan","JOR","Middle East & North Africa","Upper middle income","1991",1001357,3545000,4291.58524075178
"358","Japan","JPN","East Asia & Pacific","High income: OECD","1991",6397,123921000,20466.647038504
"359","Kazakhstan","KAZ","Europe & Central Asia","Upper middle income","1991",NA,16450500,7518.47006418245
"360","Kenya","KEN","Sub-Saharan Africa","Lower middle income","1991",120163,24234087,1557.27799285497
"361","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","1991",NA,4463600,2103.67242353153
"362","Cambodia","KHM","East Asia & Pacific","Low income","1991",NA,9323607,NA
"363","Kiribati","KIR","East Asia & Pacific","Lower middle income","1991",NA,73698,895.115428403249
"364","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income: nonOECD","1991",NA,41009,9331.50764224881
"365","Korea, Rep.","KOR","East Asia & Pacific","High income: OECD","1991",162,43295704,9533.02659972251
"366","Kosovo","KSV","Europe & Central Asia","Lower middle income","1991",NA,1898000,NA
"367","Kuwait","KWT","Middle East & North Africa","High income: nonOECD","1991",45590,2007110,NA
"368","Latin America & Caribbean (developing only)","LAC","","","1991",877558,378303460,5761.53132173138
"369","Lao PDR","LAO","East Asia & Pacific","Lower middle income","1991",NA,4371549,1097.21136244358
"370","Lebanon","LBN","Middle East & North Africa","Upper middle income","1991",316095,2752473,7010.30506191792
"371","Liberia","LBR","Sub-Saharan Africa","Low income","1991",NA,2066060,NA
"372","Libya","LBY","Middle East & North Africa","Upper middle income","1991",NA,4499210,NA
"373","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","1991",NA,140159,5416.72525892243
"374","Latin America & Caribbean (all income levels)","LCN","","","1991",890960,454117634,6235.56349830709
"375","Least developed countries: UN classification","LDC","","","1991",4544317,524324699,840.427308736589
"376","Low income","LIC","","","1991",3587337,332433715,727.789642259739
"377","Liechtenstein","LIE","Europe & Central Asia","High income: nonOECD","1991",NA,29111,NA
"378","Sri Lanka","LKA","South Asia","Lower middle income","1991",15,17267000,2532.62674704862
"379","Lower middle income","LMC","","","1991",6580889,1940144327,1830.73970834924
"380","Low & middle income","LMY","","","1991",17099622,4157433468,2232.68853980155
"381","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","1991",220,1627900,885.642207231857
"382","Lithuania","LTU","Europe & Central Asia","High income: nonOECD","1991",NA,3704134,NA
"383","Luxembourg","LUX","Europe & Central Asia","High income: OECD","1991",692,387000,35537.4270497662
"384","Latvia","LVA","Europe & Central Asia","High income: nonOECD","1991",NA,2650581,NA
"385","Macao SAR, China","MAC","East Asia & Pacific","High income: nonOECD","1991",116,369484,24937.6062959564
"386","St. Martin (French part)","MAF","Latin America & Caribbean","High income: nonOECD","1991",NA,31821,NA
"387","Morocco","MAR","Middle East & North Africa","Lower middle income","1991",322,25410178,2773.25185367998
"388","Monaco","MCO","Europe & Central Asia","High income: nonOECD","1991",NA,29626,NA
"389","Moldova","MDA","Europe & Central Asia","Lower middle income","1991",NA,3704000,3604.81881877117
"390","Madagascar","MDG","Sub-Saharan Africa","Low income","1991",NA,11898267,1008.34611907172
"391","Maldives","MDV","South Asia","Upper middle income","1991",NA,227000,NA
"392","Middle East & North Africa (all income levels)","MEA","","","1991",7452190,261083151,7380.10584639327
"393","Mexico","MEX","Latin America & Caribbean","Upper middle income","1991",360170,87347208,6353.2573033951
"394","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","1991",NA,48481,1969.91137563529
"395","Middle income","MIC","","","1991",13512285,3824999753,2366.80186372433
"396","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","1991",NA,1988458,5174.16327839108
"397","Mali","MLI","Sub-Saharan Africa","Low income","1991",13120,8672581,799.721437021275
"398","Malta","MLT","Middle East & North Africa","High income: nonOECD","1991",NA,357727,11877.0339137122
"399","Myanmar","MMR","East Asia & Pacific","Lower middle income","1991",NA,42588029,NA
"400","Middle East & North Africa (developing only)","MNA","","","1991",7373339,232078456,5013.87925918013
"401","Montenegro","MNE","Europe & Central Asia","Upper middle income","1991",NA,607105,NA
"402","Mongolia","MNG","East Asia & Pacific","Upper middle income","1991",NA,2217920,3076.08446263618
"403","Northern Mariana Islands","MNP","East Asia & Pacific","High income: nonOECD","1991",NA,46719,NA
"404","Mozambique","MOZ","Sub-Saharan Africa","Low income","1991",420,13719853,256.062855834356
"405","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","1991",35200,2080782,1851.60075469093
"406","Mauritius","MUS","Sub-Saharan Africa","Upper middle income","1991",NA,1070266,5221.62477562846
"407","Malawi","MWI","Sub-Saharan Africa","Low income","1991",981812,9604199,385.938664260932
"408","Malaysia","MYS","East Asia & Pacific","Upper middle income","1991",13947,18709835,7442.42615396502
"409","North America","NAC","","","1991",684798,281211703,23961.6409663758
"410","Namibia","NAM","Sub-Saharan Africa","Upper middle income","1991",136,1466152,3986.48523756486
"411","New Caledonia","NCL","East Asia & Pacific","High income: nonOECD","1991",NA,175362,NA
"412","Niger","NER","Sub-Saharan Africa","Low income","1991",1385,8168834,600.489319827339
"413","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","1991",3573,98085436,1960.76553415565
"414","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","1991",14933,4236805,1969.15902019289
"415","Netherlands","NLD","Europe & Central Asia","High income: OECD","1991",19020,15069798,19734.5557933494
"416","High income: nonOECD","NOC","","","1991",96937,278295732,10927.9676050876
"417","Norway","NOR","Europe & Central Asia","High income: OECD","1991",29054,4261732,19352.4626068509
"418","Nepal","NPL","South Asia","Low income","1991",28319,19237322,829.409374669077
"419","New Zealand","NZL","East Asia & Pacific","High income: OECD","1991",16760,3495100,14557.7662994558
"420","High income: OECD","OEC","","","1991",2218364,934074915,18917.3902565629
"421","OECD members","OED","","","1991",2608996,1076331631,17164.7603873382
"422","Oman","OMN","Middle East & North Africa","High income: nonOECD","1991",NA,1892345,23768.5374706119
"423","Other small states","OSS","","","1991",152218,13577861,3485.00193774895
"424","Pakistan","PAK","South Asia","Lower middle income","1991",3099891,110634399,2086.24003255808
"425","Panama","PAN","Latin America & Caribbean","Upper middle income","1991",914,2522901,5375.26124872131
"426","Peru","PER","Latin America & Caribbean","Upper middle income","1991",683,22283130,3521.61463557451
"427","Philippines","PHL","East Asia & Pacific","Lower middle income","1991",8972,63509940,2597.19719982243
"428","Palau","PLW","East Asia & Pacific","Upper middle income","1991",NA,15471,10609.5767316144
"429","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","1991",6098,4261933,1146.79150574355
"430","Poland","POL","Europe & Central Asia","High income: OECD","1991",550,38246193,5740.18479971153
"431","Puerto Rico","PRI","Latin America & Caribbean","High income: nonOECD","1991",NA,3562110,16904.0615179182
"432","Korea, Dem. People’s Rep.","PRK","East Asia & Pacific","Low income","1991",NA,20510208,NA
"433","Portugal","PRT","Europe & Central Asia","High income: OECD","1991",998,9960235,12090.0650748061
"434","Paraguay","PRY","Latin America & Caribbean","Upper middle income","1991",66,4323402,4066.45338910268
"435","Pacific island small states","PSS","","","1991",NA,1711895,2785.70036943767
"436","French Polynesia","PYF","East Asia & Pacific","High income: nonOECD","1991",NA,202020,NA
"437","Qatar","QAT","Middle East & North Africa","High income: nonOECD","1991",NA,485114,NA
"438","Romania","ROU","Europe & Central Asia","Upper middle income","1991",651,23001155,4706.88570241827
"439","Russian Federation","RUS","Europe & Central Asia","High income: nonOECD","1991",NA,148624000,7844.08611442593
"440","Rwanda","RWA","Sub-Saharan Africa","Low income","1991",34004,7071393,568.380597919793
"441","South Asia","SAS","","","1991",3379092,1157713321,1241.50496233966
"442","Saudi Arabia","SAU","Middle East & North Africa","High income: nonOECD","1991",33261,16890555,24945.5453827372
"443","Sudan","SDN","Sub-Saharan Africa","Lower middle income","1991",729200,20861117,1221.45310636842
"444","Senegal","SEN","Sub-Saharan Africa","Lower middle income","1991",71908,7749559,1237.63373543712
"445","Singapore","SGP","East Asia & Pacific","High income: nonOECD","1991",166,3135083,23764.3627704076
"446","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","1991",NA,320764,1233.77549554053
"447","Sierra Leone","SLE","Sub-Saharan Africa","Low income","1991",28036,3945899,936.54399652351
"448","El Salvador","SLV","Latin America & Caribbean","Lower middle income","1991",20099,5321576,3094.18306877139
"449","San Marino","SMR","Europe & Central Asia","High income: nonOECD","1991",NA,24385,NA
"450","Somalia","SOM","Sub-Saharan Africa","Low income","1991",NA,6319531,NA
"451","Serbia","SRB","Europe & Central Asia","Upper middle income","1991",NA,7595636,NA
"452","Sub-Saharan Africa (developing only)","SSA","","","1991",5008974,522546737,1626.31398923473
